Transaction ID,Country,City,Product Category,Revenue,Units Sold,Profit Margin,Transaction Date,Employee ID,Customer Segment,Order Priority,Sales Channel
T012934,Denmark,Copenhagen,Apparel,330.41,8,0.14,2023-02-07,E2424,Retail,Medium,Online
T012935,Belgium,Antwerp,Toys,641.15,70,0.08,2023-09-20,E8691,Retail,Low,Offline
T012936,France,Marseille,Apparel,807.7,17,0.27,2023-11-03,E9058,Small Business,High,Offline
T012937,Italy,Naples,Home Goods,574.97,41,0.13,2023-09-30,E7454,Retail,Medium,Online
T012938,France,Lyon,Toys,246.27,27,0.18,2023-05-26,E1672,Small Business,Low,Online
T012939,Spain,Barcelona,Home Goods,772.43,97,0.11,2023-02-15,E9818,Corporate,High,Offline
T012940,Netherlands,Rotterdam,Apparel,99.12,1,0.15,2023-03-23,E9116,Corporate,High,Online
T012941,Germany,Berlin,Home Goods,198.66,41,0.11,2023-05-20,E7540,Small Business,Low,Offline
T012942,Belgium,Antwerp,Toys,467.72,78,0.27,2023-04-11,E3618,Retail,High,Offline
T012943,France,Lyon,Home Goods,400.1,51,0.11,2023-09-28,E7608,Retail,Low,Online
T012944,Denmark,Odense,Electronics,708.12,8,0.26,2023-06-07,E4407,Small Business,Low,Online
T012945,Netherlands,Rotterdam,Home Goods,593.47,29,0.18,2023-04-12,E2710,Retail,Low,Offline
T012946,Sweden,Stockholm,Apparel,790.1,37,0.14,2023-02-08,E4520,Corporate,High,Offline
T012947,Belgium,Brussels,Apparel,38.43,1,0.2,2023-09-11,E8278,Corporate,Low,Offline
T012948,Sweden,Gothenburg,Home Goods,837.2,92,0.15,2023-10-21,E5526,Retail,Low,Online
T012949,Sweden,Stockholm,Electronics,236.76,44,0.18,2023-12-24,E4798,Retail,Medium,Offline
T012950,Germany,Frankfurt,Sports,486.33,2,0.21,2023-01-16,E6737,Small Business,Low,Offline
T012951,United Kingdom,Manchester,Home Goods,818.78,95,0.21,2023-03-12,E1307,Small Business,High,Online
T012952,Netherlands,Rotterdam,Home Goods,777.28,96,0.24,2023-06-14,E2417,Retail,High,Online
T012953,Sweden,Malmo,Apparel,714.36,14,0.13,2023-05-15,E3731,Corporate,Low,Online
T012954,Spain,Barcelona,Toys,378.59,38,0.12,2023-04-21,E8971,Corporate,Medium,Online
T012955,Denmark,Aarhus,Toys,776.9,63,0.21,2023-04-03,E5012,Corporate,High,Online
T012956,Netherlands,Rotterdam,Home Goods,95.6,16,0.17,2023-03-13,E6981,Small Business,Medium,Offline
T012957,Belgium,Antwerp,Electronics,358.6,69,0.21,2023-07-11,E6180,Small Business,Low,Online
T012958,Italy,Milan,Apparel,127.39,70,0.26,2023-11-04,E8852,Small Business,High,Offline
T012959,Norway,Bergen,Home Goods,66.1,17,0.26,2023-07-12,E2868,Small Business,Low,Online
T012960,Norway,Bergen,Sports,26.7,5,0.18,2023-10-17,E9852,Small Business,High,Online
T012961,Italy,Naples,Sports,708.56,91,0.07,2023-10-06,E4418,Retail,High,Offline
T012962,Spain,Valencia,Apparel,462.86,32,0.3,2023-05-24,E8665,Corporate,High,Offline
T012963,France,Lyon,Apparel,750.88,53,0.23,2023-03-24,E9304,Retail,High,Online
T012964,Denmark,Odense,Toys,951.97,49,0.25,2023-09-07,E7185,Retail,High,Online
T012965,Denmark,Aarhus,Home Goods,804.92,62,0.15,2023-11-18,E3969,Retail,Low,Offline
T012966,Norway,Trondheim,Apparel,160.11,98,0.19,2023-12-02,E7193,Corporate,Low,Offline
T012967,Netherlands,Rotterdam,Home Goods,471.47,42,0.14,2023-04-15,E3238,Corporate,Medium,Online
T012968,Denmark,Aarhus,Apparel,482.2,50,0.21,2023-11-15,E2252,Corporate,High,Online
T012969,Norway,Oslo,Home Goods,907.08,58,0.16,2023-10-24,E6868,Small Business,Medium,Online
T012970,Germany,Munich,Toys,228.51,100,0.28,2023-06-19,E3833,Corporate,Low,Offline
T012971,France,Marseille,Apparel,345.65,79,0.2,2023-02-27,E4794,Corporate,High,Offline
T012972,France,Marseille,Apparel,680.41,10,0.08,2023-07-06,E4142,Small Business,Low,Offline
T012973,Netherlands,The Hague,Toys,119.01,66,0.12,2023-01-04,E8005,Small Business,High,Offline
T012974,Spain,Valencia,Toys,641.93,40,0.13,2023-10-14,E1260,Retail,Medium,Online
T012975,Norway,Oslo,Electronics,642.87,10,0.28,2023-06-23,E5957,Small Business,Low,Offline
T012976,Denmark,Copenhagen,Home Goods,242.49,40,0.08,2023-04-29,E3587,Small Business,Low,Online
T012977,Sweden,Malmo,Sports,663.87,10,0.21,2023-06-13,E7830,Retail,Medium,Offline
T012978,Denmark,Aarhus,Apparel,408.48,13,0.16,2023-10-23,E7687,Small Business,Low,Offline
T012979,Netherlands,Rotterdam,Electronics,189.25,95,0.2,2023-11-03,E6970,Corporate,Low,Online
T012980,Netherlands,Rotterdam,Electronics,156.66,93,0.3,2023-03-17,E7812,Small Business,Medium,Offline
T012981,Norway,Bergen,Sports,614.2,4,0.08,2023-12-27,E3038,Corporate,Medium,Online
T012982,Netherlands,Amsterdam,Apparel,296.9,77,0.22,2023-06-03,E3676,Corporate,High,Online
T012983,Spain,Madrid,Home Goods,592.63,90,0.17,2023-03-28,E7612,Small Business,Medium,Offline
T012984,Spain,Barcelona,Home Goods,866.73,87,0.3,2023-04-09,E4539,Retail,High,Offline
T012985,Netherlands,Amsterdam,Sports,352.26,54,0.19,2023-09-03,E5704,Small Business,Medium,Online
T012986,Germany,Berlin,Sports,392.45,84,0.23,2023-03-18,E4072,Small Business,Low,Offline
T012987,Sweden,Stockholm,Sports,76.84,90,0.09,2023-01-14,E3006,Corporate,Low,Online
T012988,Germany,Berlin,Electronics,980.51,92,0.23,2023-04-05,E4439,Small Business,High,Online
T012989,France,Marseille,Sports,414.74,40,0.1,2023-03-05,E7808,Small Business,Medium,Offline
T012990,France,Paris,Sports,82.27,84,0.05,2023-08-08,E7344,Retail,Medium,Offline
T012991,Germany,Frankfurt,Home Goods,612.79,25,0.22,2023-06-24,E9880,Retail,Low,Online
T012992,Norway,Oslo,Toys,199.49,88,0.15,2023-02-25,E7449,Corporate,Medium,Offline
T012993,Spain,Madrid,Electronics,142.21,11,0.06,2023-06-10,E3402,Corporate,Medium,Online
T012994,Norway,Oslo,Electronics,130.5,28,0.15,2023-10-30,E5919,Small Business,High,Online
T012995,Germany,Frankfurt,Electronics,373.7,62,0.09,2023-05-05,E1269,Retail,High,Offline
T012996,Norway,Oslo,Home Goods,97.55,57,0.11,2023-09-03,E6002,Corporate,Medium,Offline
T012997,Italy,Rome,Toys,710.46,39,0.3,2023-09-12,E5511,Retail,Medium,Offline
T012998,Belgium,Antwerp,Home Goods,364.57,28,0.24,2023-02-11,E8412,Retail,High,Online
T012999,Denmark,Copenhagen,Apparel,861.01,51,0.26,2023-07-10,E7211,Retail,Low,Online
T013000,Sweden,Gothenburg,Apparel,307.78,56,0.22,2023-01-27,E9125,Small Business,Low,Online
T013001,Spain,Madrid,Apparel,887.57,7,0.23,2023-12-25,E9473,Retail,Low,Online
T013002,France,Marseille,Apparel,131.73,36,0.06,2023-10-23,E4091,Corporate,Low,Online
T013003,Spain,Valencia,Toys,624.59,89,0.3,2023-08-18,E9394,Retail,High,Online
T013004,Netherlands,Amsterdam,Sports,821.33,66,0.21,2023-11-06,E8965,Small Business,Medium,Offline
T013005,Spain,Madrid,Electronics,605.51,42,0.3,2023-11-13,E4952,Corporate,Low,Online
T013006,Spain,Valencia,Electronics,546.08,39,0.29,2023-04-27,E4532,Small Business,Medium,Online
T013007,Sweden,Stockholm,Sports,147.96,3,0.16,2023-05-19,E2963,Retail,Low,Offline
T013008,Sweden,Stockholm,Home Goods,103.64,96,0.21,2023-12-24,E9090,Retail,Low,Offline
T013009,Germany,Munich,Electronics,882.92,57,0.06,2023-12-07,E2147,Small Business,High,Online
T013010,Italy,Naples,Apparel,542.19,33,0.24,2023-05-07,E8592,Small Business,High,Online
T013011,France,Paris,Electronics,998.6,12,0.1,2023-03-01,E5620,Small Business,Medium,Online
T013012,Sweden,Malmo,Sports,860.34,11,0.2,2023-04-22,E2509,Small Business,Medium,Online
T013013,Norway,Bergen,Electronics,314.17,99,0.15,2023-06-09,E4592,Retail,Medium,Online
T013014,Denmark,Aarhus,Toys,692.32,18,0.26,2023-02-03,E3415,Small Business,Medium,Offline
T013015,France,Paris,Electronics,13.92,74,0.19,2023-07-22,E1374,Corporate,High,Online
T013016,Sweden,Malmo,Home Goods,525.27,57,0.12,2023-03-30,E6061,Small Business,Low,Online
T013017,Denmark,Odense,Apparel,135.7,32,0.2,2023-10-23,E3999,Retail,Medium,Online
T013018,Netherlands,Rotterdam,Sports,346.07,62,0.14,2023-09-22,E1019,Corporate,High,Offline
T013019,Germany,Frankfurt,Toys,941.75,30,0.17,2023-02-23,E8987,Retail,Medium,Online
T013020,United Kingdom,London,Sports,117.54,20,0.23,2023-05-14,E9374,Corporate,Low,Offline
T013021,Germany,Frankfurt,Electronics,311.9,3,0.28,2023-04-01,E6761,Small Business,Low,Offline
T013022,France,Lyon,Home Goods,336.4,45,0.25,2023-02-19,E7493,Retail,Low,Online
T013023,United Kingdom,London,Home Goods,569.74,50,0.25,2023-04-21,E3948,Corporate,Low,Offline
T013024,Netherlands,Rotterdam,Apparel,702.05,31,0.06,2023-12-20,E5106,Retail,High,Offline
T013025,Italy,Rome,Toys,943.66,9,0.1,2023-07-10,E3351,Small Business,Medium,Offline
T013026,Denmark,Copenhagen,Home Goods,497.4,12,0.13,2023-12-12,E9275,Corporate,High,Offline
T013027,Italy,Naples,Apparel,356.55,71,0.12,2023-03-02,E9125,Small Business,High,Offline
T013028,Denmark,Odense,Home Goods,605.96,91,0.1,2023-01-13,E5483,Corporate,Low,Offline
T013029,Norway,Oslo,Apparel,623.39,23,0.07,2023-05-15,E6465,Retail,Medium,Offline
T013030,Italy,Rome,Electronics,971.92,56,0.14,2023-04-05,E9834,Small Business,High,Offline
T013031,France,Lyon,Sports,933.0,22,0.22,2023-07-04,E6110,Corporate,Low,Online
T013032,Spain,Valencia,Sports,771.95,14,0.22,2023-09-02,E6517,Retail,High,Offline
T013033,Sweden,Stockholm,Toys,330.54,9,0.19,2023-12-23,E7660,Small Business,Medium,Offline
T013034,Norway,Trondheim,Home Goods,993.0,8,0.17,2023-05-16,E5237,Small Business,Low,Offline
T013035,Belgium,Brussels,Toys,617.12,28,0.07,2023-05-01,E9128,Corporate,Medium,Offline
T013036,United Kingdom,London,Sports,241.07,53,0.13,2023-11-18,E1854,Retail,Low,Offline
T013037,Germany,Berlin,Home Goods,712.99,99,0.28,2023-11-18,E4829,Retail,Medium,Offline
T013038,Belgium,Ghent,Toys,588.41,40,0.26,2023-11-06,E7439,Small Business,Medium,Online
T013039,France,Lyon,Apparel,686.68,12,0.1,2023-07-23,E4514,Small Business,Medium,Online
T013040,United Kingdom,Birmingham,Sports,373.19,30,0.05,2023-05-15,E2643,Small Business,Medium,Offline
T013041,Spain,Madrid,Electronics,437.23,18,0.2,2023-07-10,E3972,Small Business,Low,Offline
T013042,Norway,Oslo,Electronics,196.62,84,0.14,2023-12-13,E8676,Corporate,High,Online
T013043,Italy,Rome,Toys,836.02,23,0.2,2023-05-09,E3793,Corporate,Medium,Online
T013044,Denmark,Aarhus,Home Goods,213.02,32,0.21,2023-01-12,E1143,Small Business,High,Offline
T013045,Norway,Oslo,Apparel,368.3,22,0.16,2023-09-18,E6460,Small Business,High,Offline
T013046,Sweden,Malmo,Electronics,428.31,52,0.09,2023-02-05,E4880,Retail,High,Offline
T013047,Netherlands,The Hague,Toys,630.86,1,0.16,2023-11-10,E9894,Retail,Low,Online
T013048,Spain,Barcelona,Apparel,334.34,46,0.16,2023-01-15,E7899,Retail,Low,Online
T013049,Denmark,Odense,Home Goods,718.04,93,0.13,2023-09-24,E8774,Small Business,Low,Offline
T013050,Spain,Barcelona,Electronics,409.15,27,0.24,2023-11-12,E2580,Small Business,Low,Offline
T013051,Netherlands,The Hague,Apparel,228.11,42,0.08,2023-07-11,E3667,Retail,Medium,Online
T013052,Sweden,Stockholm,Home Goods,203.62,72,0.25,2023-10-01,E1714,Small Business,High,Online
T013053,France,Lyon,Toys,273.41,5,0.3,2023-12-03,E8488,Small Business,High,Offline
T013054,Sweden,Stockholm,Apparel,650.61,47,0.15,2023-08-10,E6038,Retail,Low,Offline
T013055,Sweden,Gothenburg,Toys,604.37,38,0.1,2023-03-20,E9930,Retail,High,Online
T013056,Belgium,Antwerp,Home Goods,719.74,18,0.1,2023-01-12,E8608,Retail,High,Offline
T013057,Germany,Berlin,Home Goods,270.61,79,0.18,2023-10-12,E4701,Retail,High,Offline
T013058,Sweden,Stockholm,Electronics,927.83,13,0.29,2023-01-11,E7970,Retail,Medium,Online
T013059,Sweden,Stockholm,Home Goods,335.16,90,0.07,2023-04-12,E6969,Retail,Medium,Offline
T013060,Sweden,Malmo,Sports,58.36,15,0.26,2023-04-09,E2509,Small Business,Low,Offline
T013061,Sweden,Stockholm,Home Goods,501.33,68,0.27,2023-01-08,E2862,Retail,High,Offline
T013062,United Kingdom,London,Sports,256.62,1,0.26,2023-06-19,E7341,Retail,Low,Offline
T013063,Italy,Naples,Sports,718.0,60,0.17,2023-02-07,E8065,Small Business,High,Online
T013064,Sweden,Malmo,Electronics,743.95,7,0.18,2023-01-30,E7611,Small Business,Low,Offline
T013065,Germany,Berlin,Apparel,45.9,16,0.23,2023-05-20,E6685,Retail,Low,Online
T013066,Sweden,Malmo,Apparel,838.0,78,0.16,2023-02-20,E6321,Small Business,Low,Online
T013067,Belgium,Antwerp,Electronics,231.21,43,0.19,2023-09-12,E5108,Corporate,High,Offline
T013068,Spain,Barcelona,Electronics,123.13,8,0.08,2023-12-28,E1412,Corporate,High,Online
T013069,Netherlands,The Hague,Electronics,732.91,96,0.13,2023-08-10,E6171,Small Business,Low,Online
T013070,Germany,Munich,Home Goods,813.85,37,0.2,2023-09-23,E4401,Retail,Medium,Online
T013071,Norway,Oslo,Sports,629.84,61,0.17,2023-07-12,E2534,Retail,Medium,Offline
T013072,Netherlands,The Hague,Sports,810.64,6,0.23,2023-12-12,E6058,Corporate,Low,Online
T013073,Germany,Frankfurt,Toys,181.09,42,0.27,2023-01-24,E9134,Corporate,Medium,Offline
T013074,United Kingdom,Birmingham,Toys,197.63,69,0.29,2023-02-05,E1930,Small Business,Medium,Offline
T013075,Germany,Frankfurt,Home Goods,15.28,94,0.08,2023-09-08,E4320,Corporate,High,Online
T013076,France,Lyon,Electronics,104.85,20,0.2,2023-08-30,E4933,Corporate,High,Online
T013077,United Kingdom,Manchester,Sports,668.85,32,0.09,2023-10-02,E6687,Small Business,Medium,Online
T013078,Belgium,Ghent,Apparel,205.97,54,0.08,2023-05-28,E5329,Corporate,Low,Offline
T013079,Belgium,Ghent,Toys,920.41,31,0.17,2023-08-09,E1245,Retail,Medium,Online
T013080,Germany,Berlin,Apparel,280.47,16,0.29,2023-07-19,E9070,Corporate,High,Offline
T013081,United Kingdom,Manchester,Electronics,639.32,99,0.22,2023-05-25,E7551,Retail,High,Online
T013082,Italy,Milan,Sports,475.07,93,0.28,2023-03-04,E5777,Small Business,High,Online
T013083,Norway,Trondheim,Home Goods,354.18,14,0.09,2023-02-13,E9116,Retail,Medium,Offline
T013084,Spain,Valencia,Electronics,63.83,80,0.1,2023-04-18,E6518,Retail,Low,Online
T013085,Denmark,Aarhus,Electronics,85.18,21,0.29,2023-03-13,E4126,Corporate,Low,Online
T013086,Germany,Munich,Toys,487.68,72,0.1,2023-03-22,E6068,Retail,Medium,Online
T013087,Belgium,Antwerp,Apparel,456.27,63,0.22,2023-02-04,E7124,Corporate,Medium,Online
T013088,France,Marseille,Toys,909.24,30,0.11,2023-03-01,E8978,Retail,High,Offline
T013089,Belgium,Ghent,Apparel,196.78,50,0.08,2023-08-11,E9348,Corporate,Low,Offline
T013090,Denmark,Copenhagen,Electronics,320.12,2,0.28,2023-08-18,E3839,Small Business,Medium,Online
T013091,Germany,Munich,Home Goods,859.19,50,0.12,2023-02-03,E3792,Retail,Low,Online
T013092,United Kingdom,Birmingham,Apparel,555.27,49,0.3,2023-02-17,E7457,Small Business,Medium,Online
T013093,Germany,Berlin,Toys,249.99,6,0.09,2023-07-15,E7685,Small Business,Low,Offline
T013094,Spain,Barcelona,Electronics,785.04,92,0.12,2023-01-06,E2188,Corporate,Medium,Online
T013095,United Kingdom,London,Apparel,170.59,83,0.09,2023-03-18,E4466,Corporate,Low,Offline
T013096,Belgium,Antwerp,Toys,348.07,44,0.1,2023-08-05,E6060,Corporate,High,Online
T013097,United Kingdom,Manchester,Home Goods,503.66,40,0.28,2023-10-09,E6296,Corporate,Medium,Online
T013098,Germany,Berlin,Toys,207.32,63,0.12,2023-02-08,E9189,Small Business,Low,Offline
T013099,Germany,Munich,Electronics,528.76,46,0.14,2023-12-21,E2715,Retail,Low,Online
T013100,Sweden,Gothenburg,Electronics,903.03,60,0.13,2023-09-10,E5595,Retail,Medium,Online
T013101,France,Marseille,Home Goods,235.12,70,0.23,2023-07-09,E4373,Corporate,Medium,Online
T013102,Spain,Madrid,Home Goods,849.28,55,0.27,2023-05-21,E1939,Retail,Medium,Offline
T013103,Norway,Bergen,Electronics,249.32,22,0.29,2023-01-26,E7912,Corporate,High,Offline
T013104,Sweden,Stockholm,Sports,281.36,23,0.26,2023-08-13,E1342,Retail,High,Online
T013105,Italy,Rome,Toys,728.38,26,0.21,2023-02-13,E5709,Corporate,Medium,Online
T013106,France,Paris,Sports,536.06,32,0.09,2023-01-07,E8537,Retail,Low,Online
T013107,France,Marseille,Electronics,991.1,54,0.27,2023-09-23,E9639,Retail,Medium,Online
T013108,Italy,Milan,Sports,832.76,57,0.22,2023-01-16,E2942,Small Business,High,Offline
T013109,Spain,Madrid,Electronics,998.99,2,0.26,2023-05-06,E8285,Retail,High,Offline
T013110,France,Marseille,Toys,730.66,94,0.2,2023-02-02,E6770,Retail,High,Offline
T013111,Sweden,Stockholm,Home Goods,342.28,21,0.21,2023-10-27,E5861,Small Business,High,Offline
T013112,Netherlands,Amsterdam,Electronics,503.27,4,0.08,2023-09-09,E3427,Retail,High,Offline
T013113,Norway,Bergen,Home Goods,461.59,16,0.1,2023-09-22,E8177,Retail,Medium,Online
T013114,France,Paris,Sports,263.26,40,0.27,2023-10-17,E7602,Retail,Medium,Online
T013115,Netherlands,Amsterdam,Apparel,502.21,50,0.25,2023-01-06,E9964,Small Business,Low,Offline
T013116,Italy,Rome,Electronics,647.93,90,0.11,2023-04-20,E9121,Retail,Medium,Online
T013117,United Kingdom,London,Sports,428.83,15,0.06,2023-10-07,E9579,Retail,High,Online
T013118,Norway,Trondheim,Home Goods,126.74,43,0.07,2023-07-18,E3785,Corporate,Low,Online
T013119,France,Lyon,Home Goods,616.58,79,0.29,2023-06-29,E5715,Small Business,High,Online
T013120,United Kingdom,Birmingham,Apparel,998.18,69,0.24,2023-04-25,E4459,Corporate,High,Offline
T013121,France,Paris,Toys,823.71,86,0.26,2023-10-06,E9156,Retail,Low,Online
T013122,Spain,Barcelona,Toys,257.4,3,0.28,2023-01-28,E6855,Retail,Low,Offline
T013123,Italy,Naples,Electronics,821.92,92,0.26,2023-02-26,E3408,Small Business,Low,Offline
T013124,Denmark,Aarhus,Sports,854.48,86,0.09,2023-05-21,E6323,Corporate,Medium,Offline
T013125,Norway,Oslo,Apparel,741.55,89,0.14,2023-05-23,E9731,Corporate,Low,Offline
T013126,Italy,Milan,Home Goods,987.63,23,0.08,2023-05-18,E8397,Corporate,Low,Online
T013127,Norway,Oslo,Toys,163.08,37,0.15,2023-05-10,E7142,Small Business,High,Online
T013128,France,Lyon,Electronics,631.93,20,0.07,2023-02-05,E9832,Small Business,Medium,Offline
T013129,Spain,Valencia,Toys,153.41,87,0.12,2023-07-05,E7109,Small Business,High,Online
T013130,Norway,Oslo,Apparel,560.98,14,0.28,2023-10-03,E4240,Retail,High,Online
T013131,United Kingdom,Birmingham,Toys,735.92,9,0.11,2023-11-25,E1314,Small Business,Medium,Offline
T013132,Denmark,Copenhagen,Apparel,781.11,64,0.12,2023-08-18,E1757,Corporate,Low,Offline
T013133,Norway,Bergen,Apparel,911.7,33,0.21,2023-02-25,E9514,Retail,Medium,Online
T013134,United Kingdom,Manchester,Apparel,473.61,61,0.25,2023-10-09,E1144,Corporate,Medium,Online
T013135,Netherlands,Amsterdam,Toys,831.31,50,0.25,2023-07-22,E8929,Corporate,Medium,Online
T013136,Italy,Milan,Sports,437.79,67,0.13,2023-01-03,E4091,Small Business,Medium,Offline
T013137,Germany,Berlin,Home Goods,113.66,64,0.26,2023-08-01,E9969,Corporate,Low,Online
T013138,Spain,Valencia,Electronics,875.49,85,0.07,2023-09-26,E4483,Small Business,High,Online
T013139,Italy,Rome,Toys,902.43,21,0.13,2023-08-29,E3542,Retail,Low,Online
T013140,Belgium,Brussels,Toys,959.01,57,0.14,2023-06-18,E5561,Corporate,Low,Offline
T013141,Italy,Rome,Apparel,554.62,81,0.06,2023-12-21,E6747,Retail,Medium,Offline
T013142,Spain,Valencia,Electronics,85.0,96,0.07,2023-01-31,E8019,Small Business,High,Online
T013143,Denmark,Aarhus,Home Goods,332.88,11,0.23,2023-08-30,E1326,Retail,High,Online
T013144,Norway,Trondheim,Toys,413.8,94,0.09,2023-04-22,E8706,Corporate,Low,Online
T013145,Sweden,Malmo,Home Goods,188.65,18,0.11,2023-11-14,E3613,Corporate,High,Offline
T013146,United Kingdom,Birmingham,Toys,732.4,10,0.05,2023-07-26,E2240,Retail,Low,Online
T013147,Denmark,Copenhagen,Electronics,219.71,54,0.25,2023-02-26,E7477,Small Business,Medium,Offline
T013148,Germany,Berlin,Apparel,399.21,48,0.18,2023-10-28,E5742,Retail,Low,Offline
T013149,Germany,Frankfurt,Electronics,802.17,11,0.27,2023-05-05,E9281,Small Business,Low,Offline
T013150,Sweden,Malmo,Sports,709.43,74,0.28,2023-01-16,E6942,Corporate,Medium,Offline
T013151,Sweden,Stockholm,Apparel,524.6,53,0.26,2023-05-09,E5719,Small Business,Medium,Offline
T013152,Belgium,Ghent,Apparel,335.98,15,0.16,2023-08-21,E9725,Corporate,Low,Online
T013153,Spain,Valencia,Electronics,397.0,29,0.24,2023-02-08,E2801,Small Business,Low,Offline
T013154,Belgium,Antwerp,Electronics,478.16,86,0.05,2023-03-24,E4208,Small Business,High,Offline
T013155,Norway,Bergen,Sports,803.28,11,0.06,2023-11-28,E4952,Corporate,High,Online
T013156,Denmark,Aarhus,Apparel,516.07,19,0.17,2023-09-26,E2582,Corporate,Low,Online
T013157,Norway,Bergen,Toys,696.56,38,0.25,2023-05-21,E1843,Retail,Medium,Offline
T013158,Denmark,Aarhus,Home Goods,215.67,15,0.2,2023-08-04,E9241,Small Business,High,Offline
T013159,France,Lyon,Apparel,492.41,28,0.21,2023-10-06,E6683,Corporate,Low,Online
T013160,France,Marseille,Toys,646.48,68,0.12,2023-07-25,E3521,Corporate,Low,Offline
T013161,United Kingdom,Manchester,Electronics,174.85,33,0.22,2023-09-18,E2480,Corporate,High,Online
T013162,Sweden,Malmo,Electronics,484.23,25,0.23,2023-11-03,E2999,Small Business,High,Online
T013163,United Kingdom,London,Electronics,495.5,83,0.15,2023-01-13,E5804,Retail,Medium,Offline
T013164,Norway,Bergen,Toys,339.44,50,0.07,2023-11-02,E9314,Small Business,Low,Online
T013165,Netherlands,Rotterdam,Apparel,34.25,41,0.13,2023-09-11,E8669,Retail,Medium,Online
T013166,Netherlands,Rotterdam,Apparel,352.61,4,0.24,2023-03-18,E6475,Corporate,High,Online
T013167,Sweden,Gothenburg,Apparel,72.46,81,0.21,2023-04-03,E9013,Corporate,Medium,Online
T013168,Denmark,Odense,Apparel,82.58,34,0.25,2023-07-30,E1822,Corporate,Medium,Offline
T013169,Denmark,Odense,Apparel,326.79,10,0.2,2023-08-25,E2571,Retail,High,Online
T013170,Germany,Munich,Apparel,48.08,7,0.25,2023-12-20,E4836,Retail,Low,Offline
T013171,Italy,Naples,Toys,40.22,92,0.13,2023-06-12,E5902,Retail,High,Online
T013172,Sweden,Gothenburg,Electronics,753.97,12,0.16,2023-08-20,E3404,Retail,High,Offline
T013173,France,Lyon,Electronics,328.88,94,0.3,2023-06-07,E2838,Retail,Low,Offline
T013174,Denmark,Odense,Home Goods,369.81,93,0.07,2023-01-20,E1363,Retail,Medium,Online
T013175,United Kingdom,Manchester,Sports,319.11,60,0.07,2023-03-27,E7309,Retail,Low,Offline
T013176,Norway,Oslo,Home Goods,185.14,12,0.14,2023-07-28,E3012,Retail,Medium,Offline
T013177,Italy,Naples,Electronics,671.24,20,0.17,2023-05-04,E6625,Retail,Medium,Online
T013178,Netherlands,Rotterdam,Apparel,706.81,1,0.18,2023-01-18,E7682,Corporate,High,Online
T013179,United Kingdom,Birmingham,Apparel,460.78,16,0.22,2023-01-28,E1827,Corporate,Medium,Online
T013180,France,Paris,Home Goods,970.65,99,0.09,2023-12-13,E9413,Corporate,Medium,Offline
T013181,United Kingdom,Manchester,Toys,789.72,26,0.23,2023-01-06,E2517,Corporate,Medium,Offline
T013182,Germany,Berlin,Apparel,941.3,72,0.06,2023-02-08,E9576,Small Business,Medium,Online
T013183,Netherlands,Amsterdam,Sports,564.59,95,0.18,2023-09-24,E9747,Corporate,High,Offline
T013184,Spain,Madrid,Toys,515.32,72,0.27,2023-12-18,E6359,Small Business,Medium,Online
T013185,Netherlands,Amsterdam,Home Goods,152.27,24,0.26,2023-05-10,E8442,Corporate,Medium,Offline
T013186,France,Lyon,Electronics,130.88,60,0.16,2023-07-19,E5981,Small Business,Low,Offline
T013187,Denmark,Aarhus,Home Goods,564.25,50,0.19,2023-10-16,E4263,Small Business,Medium,Online
T013188,Netherlands,Amsterdam,Sports,265.12,71,0.26,2023-09-14,E7772,Small Business,High,Offline
T013189,Belgium,Ghent,Toys,984.36,69,0.25,2023-07-08,E7781,Small Business,Low,Online
T013190,United Kingdom,Birmingham,Apparel,796.31,76,0.28,2023-08-01,E4615,Retail,Low,Offline
T013191,Denmark,Aarhus,Apparel,675.33,79,0.12,2023-07-23,E5450,Retail,High,Offline
T013192,Sweden,Gothenburg,Apparel,677.63,84,0.13,2023-08-03,E3827,Corporate,Low,Offline
T013193,Netherlands,The Hague,Sports,95.64,91,0.09,2023-10-25,E2480,Corporate,High,Offline
T013194,France,Lyon,Apparel,735.09,42,0.22,2023-03-17,E3136,Small Business,Low,Offline
T013195,Belgium,Brussels,Sports,333.66,54,0.29,2023-01-15,E2512,Corporate,Medium,Online
T013196,France,Lyon,Toys,215.95,65,0.29,2023-12-07,E7215,Retail,Low,Offline
T013197,France,Marseille,Home Goods,107.14,29,0.08,2023-01-23,E4751,Small Business,Low,Online
T013198,Belgium,Antwerp,Sports,383.31,6,0.1,2023-09-19,E6128,Retail,Medium,Offline
T013199,Germany,Munich,Home Goods,733.2,52,0.09,2023-11-03,E3047,Corporate,Medium,Online
T013200,Spain,Madrid,Sports,640.63,97,0.2,2023-11-03,E3869,Small Business,Low,Online
T013201,Norway,Trondheim,Apparel,965.8,88,0.17,2023-06-17,E7916,Retail,Medium,Online
T013202,United Kingdom,Birmingham,Toys,738.87,40,0.07,2023-08-22,E9638,Small Business,Low,Offline
T013203,France,Lyon,Toys,326.67,73,0.12,2023-02-19,E8973,Retail,Medium,Online
T013204,Netherlands,The Hague,Apparel,416.63,91,0.29,2023-05-08,E8894,Small Business,Low,Online
T013205,Sweden,Malmo,Apparel,197.6,57,0.07,2023-06-04,E6290,Retail,Medium,Online
T013206,Norway,Trondheim,Sports,182.56,85,0.11,2023-03-06,E5593,Retail,Low,Online
T013207,Norway,Bergen,Sports,438.41,56,0.28,2023-02-04,E5014,Small Business,Medium,Offline
